dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-64,2.17,3.866,0.052,0.067
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 50+,5.437,7.96,0.21,0.222
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 55+,6.29,9.218,0.19,0.264
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 6-11,1.092,1.092,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-34,0.453,0.452,0,0.453
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-49,0.225,0.225,0,0.225
yes,yes,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-49,0.287,0.287,0,0.287
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-54,0.506,0.506,0,0.233
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 35-54,0.386,0.386,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 50+,1.109,1.506,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 55+,1.052,1.517,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,0.938,1.524,0.116,0.117
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-34,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 35-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 50+,0.887,1.927,0.207,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 55+,1.053,2.287,0.245,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-17,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-34,0.226,0.226,0,0.226
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-49,0.114,0.114,0,0.114
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2+,0.486,0.793,0.042,0.042
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2-11,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-34,0.407,0.407,0,0.407
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-49,0.147,0.147,0,0.147
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-54,0.26,0.26,0,0.119
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35+,0.709,1.199,0.068,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-54,0.199,0.199,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-64,0.372,0.667,0,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 50+,1.006,1.702,0.096,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 55+,1.052,1.871,0.113,0
,,St. Louis,KDNL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 6-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 12-24,0,0.456,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-34,0.192,0.802,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-49,0.969,1.479,0,0
yes,yes,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-49,1.248,1.65,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-54,1.226,1.711,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 35-54,1.583,2.107,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 50+,4.82,6.741,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 55+,5.458,7.565,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,4.077,5.195,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 12-24,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-34,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-49,0.668,0.668,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-49,0.868,0.868,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-54,0.709,1.171,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 35-54,1.008,1.664,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 50+,4.446,5.485,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 55+,5.285,6.043,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-17,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-24,0,0.223,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-34,0.095,0.397,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-49,0.818,1.073,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2+,2.315,3.061,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2-11,0,0,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-34,0.172,0.365,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-49,1.058,1.26,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-54,0.969,1.443,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35+,3.715,4.829,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-54,1.299,1.888,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-64,2.523,3.092,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 50+,4.644,6.149,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 55+,5.377,6.853,0,0
,,Phoenix (Prescott),KNXV,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 6-11,0,0,0,0
,,New Orleans,WGNO,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,0.898,1.363,0.014,0.005
,,Salt Lake City,KTVX,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,1.399,2.713,0,0.242
,,Albuquerque-Santa Fe,KOAT,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,7.131,9.08,0.284,0.014
,,Memphis,WATN,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,1.81,2.143,0.229,0.137
,,Raleigh-Durham (Fayetvlle),WTVD,30-Dec-21,05:34 PM,fire, PERSON WHO OPENED FIRE AT A HIGH,1,Households,3.218,3.41,0.085,0
,,San Antonio,KSAT,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,6.178,8.565,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-34,0,0.452,0.453,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-49,0,0.225,0.225,0
yes,yes,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-49,0,0.287,0.287,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-54,0.274,0.506,0.233,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 35-54,0.386,0.386,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 50+,1.225,1.506,0,0.116
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 55+,1.187,1.517,0,0.136
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,1.123,1.524,0.117,0.246
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-34,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 35-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 50+,1.217,1.927,0,0.33
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 55+,1.444,2.287,0,0.391
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-17,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-34,0,0.226,0.226,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-49,0,0.114,0.114,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2+,0.538,0.793,0.042,0.095
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2-11,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-34,0,0.407,0.407,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-49,0,0.147,0.147,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-54,0.14,0.26,0.119,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35+,0.861,1.199,0,0.151
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-54,0.199,0.199,0,0
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-64,0.433,0.667,0,0.061
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 50+,1.221,1.702,0,0.215
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 55+,1.306,1.871,0,0.253
,,St. Louis,KDNL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 6-11,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 12-24,0,2.267,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-34,0,1.963,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-49,0.58,2.657,0,0
yes,yes,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-49,0.745,2.167,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-54,0.775,2.069,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 35-54,1.083,2.893,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 50+,5.444,9.33,0.503,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 55+,6.262,10.716,0.594,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,5.132,7.058,0.505,0.218
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 12-24,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-34,0.38,1.789,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-49,1.289,2.208,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-49,1.668,2.856,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-54,1.525,2.496,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 35-54,1.866,2.181,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 50+,4.452,6.476,0.928,0.497
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 55+,5.151,7.573,1.111,0.594
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-17,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-24,0,1.108,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-34,0.193,1.875,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-49,0.938,2.43,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2+,2.635,4.726,0.299,0.101
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2-11,1.515,3.724,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-34,0.352,1.655,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-49,1.209,2.514,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-54,1.151,2.283,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35+,3.944,6.411,0.487,0.164
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-54,1.474,2.537,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-64,2.091,3.866,0.079,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 50+,4.968,7.96,0.707,0.238
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 55+,5.733,9.218,0.84,0.283
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 6-11,1.092,1.092,0,0
,,Nashville,WKRN,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,4.562,5.615,0.564,0.06
,,Tulsa,KTUL,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,7.408,8.295,0.017,0.01
,,Kansas City,KMBC,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,6.946,8.702,0.302,0.214
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 12-24,0.549,0.744,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-34,0.934,2.497,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-49,1.394,2.894,0,0
yes,yes,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-49,1.488,3.309,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-54,1.958,3.462,0.088,0.228
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 35-54,2.428,3.512,0.125,0.322
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 50+,6.554,8.931,0.592,0.806
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 55+,7.102,10.03,0.612,0.689
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,5.704,6.554,0.299,0.382
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 12-24,1.189,2.411,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-34,1.524,2.611,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-49,1.406,1.96,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-49,1.297,1.297,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-54,1.075,1.075,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 35-54,0.969,0.969,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 50+,4.463,6.067,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 55+,5.583,7.59,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-17,0.3,0.3,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-24,0.875,1.593,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-34,1.23,2.554,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-49,1.4,2.43,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2+,2.573,3.715,0.11,0.149
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2-11,0,0,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-34,1.074,2.337,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-49,1.394,2.316,0,0
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 25-54,1.522,2.285,0.045,0.115
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35+,4.074,5.607,0.195,0.266
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-54,1.712,2.263,0.064,0.164
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 35-64,2.126,3.48,0.102,0.265
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 50+,5.564,7.576,0.312,0.424
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 55+,6.389,8.885,0.325,0.366
,,Houston,KTRK,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 6-11,0,0,0,0
,,Milwaukee,WISN,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,6.795,8.39,0.095,0.1
,,Oklahoma City,KOCO,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,4.384,7.894,0.272,0.007
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 12-24,0.208,0.208,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-34,0.185,0.185,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 18-49,0.416,0.416,0,0
yes,yes,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-49,0.419,0.419,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 25-54,0.482,0.694,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 35-54,0.666,0.959,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 50+,2.11,4.104,0.21,0.08
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Females 55+,2.418,4.606,0.257,0.099
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Households,2.197,3.716,0.281,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 12-24,0.435,0.777,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-34,0.834,1.151,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 18-49,0.417,0.575,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-49,0.281,0.281,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 25-54,0.712,0.854,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 35-54,0.673,0.871,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 50+,2.922,4.795,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Males 55+,3.01,5.158,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-17,0,0,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 12-24,0.324,0.498,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-34,0.509,0.667,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 18-49,0.416,0.494,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2+,1.12,1.891,0.042,0.016
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:34 PM,fire, FIRE BEHIND THEM.,1,Persons 2-11,0,0,0,0
